,Date,Stock,Open,High,Low,Close,OpenUnadjusted,HighUnadjusted,LowUnadjusted,CloseUnadjusted,MarketCap,Volume,Outstanding,$Volume,AvgVolume10D,Range,PrevDayClose
0,2017-03-13,ISIG,9.17,9.31,8.89,9.1,1.31,1.33,1.27,1.3,2298548.2,22575.0,252587.71428571432,206222.625,53698.1,4.580152671755725,8.82
1,2017-03-14,ISIG,10.29,10.29,9.45,9.59,1.47,1.47,1.35,1.37,2422316.18,9747.0,252587.71428571432,96885.18,53240.6,8.16326530612245,9.1
2,2017-03-15,ISIG,9.4787,9.52,9.45,9.45,1.3541,1.36,1.35,1.35,2386953.9000000004,4833.0,252587.71428571435,45741.20355,53226.8,0.7384978952810014,9.59
3,2017-03-16,ISIG,9.4885,9.52,9.45,9.45,1.3555,1.3599999999999999,1.3499999999999996,1.3499999999999996,2386953.9000000004,1518.0,252587.71428571435,14374.321499999998,42240.2,0.7377351530800473,9.45
4,2017-03-17,ISIG,9.4976,9.4976,9.45,9.45,1.3568,1.3568,1.3499999999999999,1.3499999999999999,2386953.9000000004,1216.0,252587.71428571435,11520.140800000001,27481.9,0.501179245283029,9.45
